"from","to","relation","date"
"30392012305","41121629072","OFFSPRING","2018-11-10"
"38907963724","61321919982","PARENT","2017-08-26"
"61321919982","38907963724","OFFSPRING","2017-08-26"
"11450965809","23777697207","PARENT","1984-04-11"
"23777697207","11450965809","OFFSPRING","1984-04-11"
"99276522390","10047678294","SIBLING","1983-04-29"
"10047678294","99276522390","SIBLING","1983-04-29"
"15440896676","60640452458","PARENT","1999-09-06"
"60640452458","15440896676","OFFSPRING","1999-09-06"
"39223005689","96394703157","SIBLING","1997-03-21"
"96394703157","39223005689","SIBLING","1997-03-21"
"90930978500","41168331902","SPOUSE","1981-05-27"
"41168331902","90930978500","SPOUSE","1981-05-27"
"99663841624","46935872892","SIBLING","1980-11-17"
"46935872892","99663841624","SIBLING","1980-11-17"
"27330321531","48895023293","PARENT","1998-02-21"
"48895023293","27330321531","OFFSPRING","1998-02-21"
"59886135470","18090428494","PARENT","1981-04-08"
"18090428494","59886135470","OFFSPRING","1981-04-08"
"58809167343","30807531123","PARENT","1970-04-05"
"30807531123","58809167343","OFFSPRING","1970-04-05"
"96716784720","75564468438","PARENT","1972-05-13"
"75564468438","96716784720","OFFSPRING","1972-05-13"
"48420646465","47506428004","SIBLING","1999-10-21"
"47506428004","48420646465","SIBLING","1999-10-21"
"14417024610","81741296339","PARENT","1979-08-22"
"81741296339","14417024610","OFFSPRING","1979-08-22"
"74971104833","20811685643","PARENT","2012-09-04"
"20811685643","74971104833","OFFSPRING","2012-09-04"
"39064595929","50776952781","PARENT","2019-02-02"
"50776952781","39064595929","OFFSPRING","2019-02-02"
"16473254770","70552783685","PARENT","1975-10-21"
"70552783685","16473254770","OFFSPRING","1975-10-21"
"91421813941","30897109938","SIBLING","2019-10-14"
"30897109938","91421813941","SIBLING","2019-10-14"
"66446622138","50108795908","PARENT","1996-06-14"
"50108795908","66446622138","OFFSPRING","1996-06-14"
"35276514370","34953620561","PARENT","1989-07-06"
"34953620561","35276514370","OFFSPRING","1989-07-06"
"59298931986","68742063623","SIBLING","2005-08-06"
"68742063623","59298931986","SIBLING","2005-08-06"
"35875945101","12601354640","PARENT","1996-03-06"
"12601354640","35875945101","OFFSPRING","1996-03-06"
"29475898541","12009039190","SIBLING","1978-08-22"
"12009039190","29475898541","SIBLING","1978-08-22"
"96339807322","55411336926","PARENT","2012-02-26"
"55411336926","96339807322","OFFSPRING","2012-02-26"
"44616045312","85107983233","SIBLING","2009-01-18"
"85107983233","44616045312","SIBLING","2009-01-18"
"44153479398","79480041373","PARENT","1989-12-27"
"79480041373","44153479398","OFFSPRING","1989-12-27"
"94001733722","29522752040","SIBLING","1994-07-25"
"29522752040","94001733722","SIBLING","1994-07-25"
"23651766771","77867840545","SIBLING","1985-09-06"
"77867840545","23651766771","SIBLING","1985-09-06"
"51893835179","23595206816","SPOUSE","1970-07-25"
"23595206816","51893835179","SPOUSE","1970-07-25"
"48955377705","89027754097","PARENT","1985-04-05"
"89027754097","48955377705","OFFSPRING","1985-04-05"
"11532273982","82142856757","SIBLING","2005-12-10"
"82142856757","11532273982","SIBLING","2005-12-10"
"89048577046","55782800191","SPOUSE","2016-11-10"
"55782800191","89048577046","SPOUSE","2016-11-10"
"16820074047","81741296339","SIBLING","1982-03-17"
"81741296339","16820074047","SIBLING","1982-03-17"
"66289841661","29517062316","PARENT","2016-05-27"
"29517062316","66289841661","OFFSPRING","2016-05-27"
"19632674702","25557368127","SIBLING","2011-06-25"
"25557368127","19632674702","SIBLING","2011-06-25"
"87432944539","96148647515","PARENT","2019-11-26"
"96148647515","87432944539","OFFSPRING","2019-11-26"
"81353676695","22634446517","SPOUSE","2002-12-03"
"22634446517","81353676695","SPOUSE","2002-12-03"
"71068436898","26942136512","SPOUSE","1980-02-19"
"26942136512","71068436898","SPOUSE","1980-02-19"
"65752989660","56056501187","SIBLING","1971-11-01"
"56056501187","65752989660","SIBLING","1971-11-01"
"17373273836","87816588177","SPOUSE","1971-07-13"
"87816588177","17373273836","SPOUSE","1971-07-13"
"81502727952","14965684007","SPOUSE","2003-01-06"
"14965684007","81502727952","SPOUSE","2003-01-06"
"82003138322","65106643936","PARENT","1994-12-16"
"65106643936","82003138322","OFFSPRING","1994-12-16"
"38569409968","26783210460","SIBLING","2005-11-06"
"26783210460","38569409968","SIBLING","2005-11-06"
"61032677189","81888537300","PARENT","1981-12-07"
"81888537300","61032677189","OFFSPRING","1981-12-07"
"10441236146","68984919028","SPOUSE","1973-07-01"
"68984919028","10441236146","SPOUSE","1973-07-01"
"92972626015","11086903037","PARENT","1973-03-01"
"11086903037","92972626015","OFFSPRING","1973-03-01"
"95089317690","72331074345","SIBLING","2014-11-03"
"72331074345","95089317690","SIBLING","2014-11-03"
"10864694027","16801853371","SIBLING","1982-05-31"
"16801853371","10864694027","SIBLING","1982-05-31"
"20288319729","72843980296","SIBLING","1991-12-22"
"72843980296","20288319729","SIBLING","1991-12-22"
"31655497826","44619382031","SIBLING","1995-06-30"
"44619382031","31655497826","SIBLING","1995-06-30"
"18751927730","11282894046","SPOUSE","1970-02-28"
"11282894046","18751927730","SPOUSE","1970-02-28"
"63283079904","98750345010","PARENT","1982-01-14"
"98750345010","63283079904","OFFSPRING","1982-01-14"
"80744969204","94924973296","SPOUSE","1981-01-20"
"94924973296","80744969204","SPOUSE","1981-01-20"
"10931229123","42539909649","PARENT","1984-02-28"
"42539909649","10931229123","OFFSPRING","1984-02-28"
"98157590255","53599502623","SIBLING","1993-04-16"
"53599502623","98157590255","SIBLING","1993-04-16"
"48791324622","52893752701","PARENT","2009-10-05"
"52893752701","48791324622","OFFSPRING","2009-10-05"
"85423324727","53587249959","PARENT","2013-08-31"
"53587249959","85423324727","OFFSPRING","2013-08-31"
"42029169800","18702527528","PARENT","2020-09-15"
"18702527528","42029169800","OFFSPRING","2020-09-15"
"41121629072","34458244719","SPOUSE","2016-03-13"
"34458244719","41121629072","SPOUSE","2016-03-13"
"49664594609","68525826526","SIBLING","1993-08-05"
"68525826526","49664594609","SIBLING","1993-08-05"
"43014146573","79347473103","SIBLING","1994-02-22"
"79347473103","43014146573","SIBLING","1994-02-22"
"71556626140","61210827413","PARENT","1972-07-20"
"61210827413","71556626140","OFFSPRING","1972-07-20"
"93386685953","51185670730","SPOUSE","1991-01-30"
"51185670730","93386685953","SPOUSE","1991-01-30"
"35334962881","49558620056","PARENT","2016-08-16"
"49558620056","35334962881","OFFSPRING","2016-08-16"
"97334009559","60667338837","PARENT","2002-03-31"
"60667338837","97334009559","OFFSPRING","2002-03-31"
"77123339427","26255320338","PARENT","2020-08-26"
"26255320338","77123339427","OFFSPRING","2020-08-26"
"26785199877","33230277700","SPOUSE","1993-10-11"
"33230277700","26785199877","SPOUSE","1993-10-11"
"65119836160","46651492500","SIBLING","1992-03-21"
"46651492500","65119836160","SIBLING","1992-03-21"
"39451485703","58381589728","PARENT","1981-05-02"
"58381589728","39451485703","OFFSPRING","1981-05-02"
"13322585402","47172253435","SIBLING","1982-03-17"
"47172253435","13322585402","SIBLING","1982-03-17"
"11501773945","14966794126","SPOUSE","2007-12-13"
"14966794126","11501773945","SPOUSE","2007-12-13"
"89259091626","10462624663","PARENT","2018-07-14"
"10462624663","89259091626","OFFSPRING","2018-07-14"
"64327766956","13621389195","SPOUSE","2006-08-07"
"13621389195","64327766956","SPOUSE","2006-08-07"
"49410168859","84426700181","SPOUSE","2008-06-17"
"84426700181","49410168859","SPOUSE","2008-06-17"
"38544362569","22098854809","SPOUSE","2002-11-13"
"22098854809","38544362569","SPOUSE","2002-11-13"
"85096130057","69589645515","SPOUSE","2002-05-01"
"69589645515","85096130057","SPOUSE","2002-05-01"
"77131763525","33949057071","SIBLING","2002-08-12"
"33949057071","77131763525","SIBLING","2002-08-12"
"11905901995","94088864186","SIBLING","1977-07-20"
"94088864186","11905901995","SIBLING","1977-07-20"
"70265031782","32560667742","SPOUSE","2018-04-11"
"32560667742","70265031782","SPOUSE","2018-04-11"
"33115784858","52937205318","PARENT","1973-08-15"
"52937205318","33115784858","OFFSPRING","1973-08-15"
"86711239734","50217995296","SPOUSE","1999-07-26"
"50217995296","86711239734","SPOUSE","1999-07-26"
"90955339444","80249248592","SPOUSE","1994-04-27"
"80249248592","90955339444","SPOUSE","1994-04-27"
"15754429348","94001733722","PARENT","1996-11-05"
"94001733722","15754429348","OFFSPRING","1996-11-05"
"14257442495","83981561458","PARENT","1982-10-18"
"83981561458","14257442495","OFFSPRING","1982-10-18"
"18279055978","99456444341","SIBLING","1980-07-16"
"99456444341","18279055978","SIBLING","1980-07-16"
"45349504096","17832108894","PARENT","1997-11-14"
"17832108894","45349504096","OFFSPRING","1997-11-14"
"26266994180","25576386884","SPOUSE","1973-08-08"
"25576386884","26266994180","SPOUSE","1973-08-08"
"21641289879","41865847452","PARENT","2011-08-07"
"41865847452","21641289879","OFFSPRING","2011-08-07"
"29065536163","35643719326","SPOUSE","2012-11-04"
"35643719326","29065536163","SPOUSE","2012-11-04"
"29964109629","97351866975","SPOUSE","1980-10-31"
"97351866975","29964109629","SPOUSE","1980-10-31"
"70252521519","27334950956","SIBLING","2000-12-17"
"27334950956","70252521519","SIBLING","2000-12-17"
"42252369153","32832694834","SPOUSE","2018-03-23"
"32832694834","42252369153","SPOUSE","2018-03-23"
"49873753308","78044255247","SPOUSE","2016-07-29"
"78044255247","49873753308","SPOUSE","2016-07-29"
"16611200496","48224973412","SPOUSE","1976-01-20"
"48224973412","16611200496","SPOUSE","1976-01-20"
"56878000660","31105194520","SIBLING","2020-02-10"
"31105194520","56878000660","SIBLING","2020-02-10"
"91247573983","92496023075","PARENT","1998-05-28"
"92496023075","91247573983","OFFSPRING","1998-05-28"
"89736308014","78978652047","SIBLING","1996-02-20"
"78978652047","89736308014","SIBLING","1996-02-20"
"38941449837","36063697710","SIBLING","1992-02-18"
"36063697710","38941449837","SIBLING","1992-02-18"
"31268736140","80097999164","SPOUSE","2011-05-13"
"80097999164","31268736140","SPOUSE","2011-05-13"
"33844746950","30491444863","SPOUSE","2014-08-24"
"30491444863","33844746950","SPOUSE","2014-08-24"
"45158251489","69944144526","SIBLING","1998-09-30"
"69944144526","45158251489","SIBLING","1998-09-30"
"13905208385","63264092713","SPOUSE","2000-10-23"
"63264092713","13905208385","SPOUSE","2000-10-23"
"49978173962","77355041878","PARENT","1980-09-25"
"77355041878","49978173962","OFFSPRING","1980-09-25"
"12290803847","54027491599","PARENT","2012-08-23"
"54027491599","12290803847","OFFSPRING","2012-08-23"
"61752508278","82534777416","SIBLING","1977-07-05"
"82534777416","61752508278","SIBLING","1977-07-05"
"46651492500","29603256326","SPOUSE","2013-11-18"
"29603256326","46651492500","SPOUSE","2013-11-18"
"77406506305","48693998027","PARENT","2004-09-16"
"48693998027","77406506305","OFFSPRING","2004-09-16"
"12217978906","67379696679","PARENT","1993-08-13"
"67379696679","12217978906","OFFSPRING","1993-08-13"
"12497861990","34347881573","SIBLING","1970-08-10"
"34347881573","12497861990","SIBLING","1970-08-10"
"73847783245","61980384667","SPOUSE","2007-09-19"
"61980384667","73847783245","SPOUSE","2007-09-19"
"70294680778","44412277527","PARENT","1981-07-27"
"44412277527","70294680778","OFFSPRING","1981-07-27"
"97764027476","68676373245","PARENT","1970-02-19"
"68676373245","97764027476","OFFSPRING","1970-02-19"
"13958348174","90223624356","SIBLING","1980-04-30"
"90223624356","13958348174","SIBLING","1980-04-30"
"41240786580","85750246857","PARENT","2010-07-29"
"85750246857","41240786580","OFFSPRING","2010-07-29"
"90529799242","67758389321","SPOUSE","2000-10-12"
"67758389321","90529799242","SPOUSE","2000-10-12"
"21052946535","51469190013","SPOUSE","2016-09-24"
"51469190013","21052946535","SPOUSE","2016-09-24"
"10477258447","86893685022","SPOUSE","1989-07-12"
"86893685022","10477258447","SPOUSE","1989-07-12"
"98104791084","27532313470","SPOUSE","1995-01-01"
"27532313470","98104791084","SPOUSE","1995-01-01"
"76722123334","53040308737","SPOUSE","2006-07-31"
"53040308737","76722123334","SPOUSE","2006-07-31"
"89488415211","88706472864","SPOUSE","2019-12-14"
"88706472864","89488415211","SPOUSE","2019-12-14"
"85942971968","59697465388","SIBLING","1996-12-21"
"59697465388","85942971968","SIBLING","1996-12-21"
"49149185468","12952559742","PARENT","1973-12-02"
"12952559742","49149185468","OFFSPRING","1973-12-02"
"33320911559","33528107085","SPOUSE","1981-10-02"
"33528107085","33320911559","SPOUSE","1981-10-02"
"48881021934","26120976211","PARENT","2016-08-25"
"26120976211","48881021934","OFFSPRING","2016-08-25"
"91262390918","52184325160","SIBLING","1985-10-06"
"52184325160","91262390918","SIBLING","1985-10-06"
"49427438101","68286916251","PARENT","2002-04-03"
"68286916251","49427438101","OFFSPRING","2002-04-03"
"89794839727","47822294982","SPOUSE","1987-06-07"
"47822294982","89794839727","SPOUSE","1987-06-07"
"23961233198","51938140704","SIBLING","2019-04-30"
"51938140704","23961233198","SIBLING","2019-04-30"
"46862207586","48569203129","SIBLING","2010-03-20"
"48569203129","46862207586","SIBLING","2010-03-20"
"64468790669","72398052870","PARENT","1998-03-29"
"72398052870","64468790669","OFFSPRING","1998-03-29"
"20201089670","97881306156","PARENT","1995-07-18"
"97881306156","20201089670","OFFSPRING","1995-07-18"
"17546465112","10156446578","SPOUSE","1973-10-29"
"10156446578","17546465112","SPOUSE","1973-10-29"
"51195159394","33871191203","SIBLING","1984-07-02"
"33871191203","51195159394","SIBLING","1984-07-02"
"37519345347","22186883110","PARENT","2015-07-21"
"22186883110","37519345347","OFFSPRING","2015-07-21"
"25018967771","16782597410","PARENT","2004-12-15"
"16782597410","25018967771","OFFSPRING","2004-12-15"
"41016320392","92972626015","SPOUSE","1985-09-21"
"92972626015","41016320392","SPOUSE","1985-09-21"
"63096480823","69096195717","SIBLING","1973-04-20"
"69096195717","63096480823","SIBLING","1973-04-20"
"16238936825","52003386007","SIBLING","2010-08-24"
"52003386007","16238936825","SIBLING","2010-08-24"
"45763272620","78437848684","PARENT","2005-05-11"
"78437848684","45763272620","OFFSPRING","2005-05-11"
"13850965163","15484069196","PARENT","2005-11-22"
"15484069196","13850965163","OFFSPRING","2005-11-22"
"95771028016","30868191861","PARENT","1995-04-15"
"30868191861","95771028016","OFFSPRING","1995-04-15"
"26872814101","87886814946","SIBLING","2017-12-02"
"87886814946","26872814101","SIBLING","2017-12-02"
"62320175850","66378059570","PARENT","1986-11-03"
"66378059570","62320175850","OFFSPRING","1986-11-03"
"41253268102","32861412485","PARENT","2001-05-11"
"32861412485","41253268102","OFFSPRING","2001-05-11"
"38027305953","33565673135","SIBLING","1978-01-14"
"33565673135","38027305953","SIBLING","1978-01-14"
"32575232221","36415146044","SPOUSE","2006-02-25"
"36415146044","32575232221","SPOUSE","2006-02-25"
"89495986070","31450190823","SIBLING","1992-03-21"
"31450190823","89495986070","SIBLING","1992-03-21"
"78518055779","48214479441","SIBLING","1987-12-11"
"48214479441","78518055779","SIBLING","1987-12-11"
"36820930878","18654920673","SIBLING","2016-04-25"
"18654920673","36820930878","SIBLING","2016-04-25"
"27138738494","59714693263","PARENT","2000-02-25"
"59714693263","27138738494","OFFSPRING","2000-02-25"
"64444593270","82688131220","PARENT","1998-12-26"
"82688131220","64444593270","OFFSPRING","1998-12-26"
"98934707012","37263125965","SPOUSE","1976-10-30"
"37263125965","98934707012","SPOUSE","1976-10-30"
"44123390415","64574657841","PARENT","1999-12-03"
"64574657841","44123390415","OFFSPRING","1999-12-03"
"87241487388","53339890530","SIBLING","1973-10-28"
"53339890530","87241487388","SIBLING","1973-10-28"
"61574313947","55182782809","SPOUSE","1994-09-25"
"55182782809","61574313947","SPOUSE","1994-09-25"
"20765597472","70297274652","PARENT","2007-04-13"
"70297274652","20765597472","OFFSPRING","2007-04-13"
"74154194045","36007030064","SIBLING","2009-08-14"
"36007030064","74154194045","SIBLING","2009-08-14"
"28120533974","18705555675","SIBLING","2009-09-14"
"18705555675","28120533974","SIBLING","2009-09-14"
"66077242822","46301264216","PARENT","1980-11-24"
"46301264216","66077242822","OFFSPRING","1980-11-24"
"12888696325","78399580145","SIBLING","1989-11-25"
"78399580145","12888696325","SIBLING","1989-11-25"
"40927634721","25579132452","PARENT","2003-05-23"
"25579132452","40927634721","OFFSPRING","2003-05-23"
"46856396589","62889578057","SIBLING","1970-08-13"
"62889578057","46856396589","SIBLING","1970-08-13"
"69153962083","32671272722","PARENT","2003-05-26"
"32671272722","69153962083","OFFSPRING","2003-05-26"
"80532135755","38944194166","SIBLING","1988-04-15"
"38944194166","80532135755","SIBLING","1988-04-15"
"42801281377","16677397239","SPOUSE","2000-12-19"
"16677397239","42801281377","SPOUSE","2000-12-19"
"77722624854","42701689266","SPOUSE","2013-11-09"
"42701689266","77722624854","SPOUSE","2013-11-09"
"34354947434","48519180586","PARENT","2019-06-06"
"48519180586","34354947434","OFFSPRING","2019-06-06"
"87618977636","87031725644","SIBLING","2004-07-14"
"87031725644","87618977636","SIBLING","2004-07-14"
"51893835179","96715150585","PARENT","2012-05-18"
"96715150585","51893835179","OFFSPRING","2012-05-18"
"96195976581","27951577233","PARENT","1975-10-17"
"27951577233","96195976581","OFFSPRING","1975-10-17"
"46839169388","27246629602","PARENT","1991-03-08"
"27246629602","46839169388","OFFSPRING","1991-03-08"
"63051582037","58727673395","SIBLING","1992-08-29"
"58727673395","63051582037","SIBLING","1992-08-29"
"52326576905","69906614572","PARENT","2013-11-02"
"69906614572","52326576905","OFFSPRING","2013-11-02"
"95751005299","51781710730","SPOUSE","1984-09-08"
"51781710730","95751005299","SPOUSE","1984-09-08"
"93097959627","81633423021","SPOUSE","1976-01-18"
"81633423021","93097959627","SPOUSE","1976-01-18"
"19138862009","38909690164","SIBLING","1986-02-14"
"38909690164","19138862009","SIBLING","1986-02-14"
"14751008998","96161421944","PARENT","2010-12-23"
"96161421944","14751008998","OFFSPRING","2010-12-23"
"74855450170","87573039444","SPOUSE","2015-08-26"
"87573039444","74855450170","SPOUSE","2015-08-26"
"85383727964","63623215512","SPOUSE","2011-01-13"
"63623215512","85383727964","SPOUSE","2011-01-13"
